File,Line,Column,DefaultLevel,Level,Category,Name,Warning,Suggestion,Note,CWEs,Context,Fingerprint,ToolVersion,RuleId,HelpUri
rt-thread/tools/kconfig-frontends/libs/parser/hconf.c,100,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"    char kconf_id_strings_str12[sizeof(""def_tristate"")];",af68ea7e3ae98afe628e5e43ed584fda889390c05bf4f0911510b5f59bb38ac9,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
rt-thread/tools/kconfig-frontends/libs/parser/hconf.c,101,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"    char kconf_id_strings_str13[sizeof(""def_bool"")];",7e7717fc2dbc967c1adaa805a261585204c8bbc30b933218f2ffed3694bf97d6,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
rt-thread/tools/kconfig-frontends/libs/parser/hconf.c,102,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"    char kconf_id_strings_str14[sizeof(""defconfig_list"")];",5185e13ee595e99032edc7b2623de68eb2fbc03f4275ce7ebf682267c975e7a3,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
rt-thread/tools/kconfig-frontends/libs/parser/hconf.c,103,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"    char kconf_id_strings_str17[sizeof(""on"")];",34427bd39aa8851a114feca6ee751df45cff917f49193f7ee747a6dc8edff1d5,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
rt-thread/tools/kconfig-frontends/libs/parser/hconf.c,104,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"    char kconf_id_strings_str18[sizeof(""optional"")];",bf754863ea037a9f8b6c3cc71953b9ee5ed7394f91fc83c642bea254803f469b,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
rt-thread/tools/kconfig-frontends/libs/parser/hconf.c,105,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"    char kconf_id_strings_str21[sizeof(""option"")];",3478678c78ade705c2c70512ffd6f6d0e7e40ed48fe9589f37688d19ce005973,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
rt-thread/tools/kconfig-frontends/libs/parser/hconf.c,106,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"    char kconf_id_strings_str22[sizeof(""endmenu"")];",de75254c67e7871589556710ff480a096baa406672014ac4841218979a10f172,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
rt-thread/tools/kconfig-frontends/libs/parser/hconf.c,107,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"    char kconf_id_strings_str23[sizeof(""mainmenu"")];",7caf737e7450ae5177eeff5661e38a4f7f074c4b8f2b89194930be9e80bed334,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
rt-thread/tools/kconfig-frontends/libs/parser/hconf.c,108,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"    char kconf_id_strings_str25[sizeof(""menuconfig"")];",0875682276d024ba6fb4922112e4093a6889f9f79cfb56b0dc88634bc9546eba,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
rt-thread/tools/kconfig-frontends/libs/parser/hconf.c,109,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"    char kconf_id_strings_str27[sizeof(""modules"")];",3878be7ad11f30b9103fbd8b4175f4a1592233c7b08b9871e0c1da2f18254060,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
rt-thread/tools/kconfig-frontends/libs/parser/hconf.c,110,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"    char kconf_id_strings_str28[sizeof(""allnoconfig_y"")];",691c795902f16f1f5d9c70b31e352ee8ce0a732cec29faa94f665d8398105386,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
rt-thread/tools/kconfig-frontends/libs/parser/hconf.c,111,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"    char kconf_id_strings_str29[sizeof(""menu"")];",83dba604daaf9c6fbbe6ee2214179489e82b23b532c3f113ee70d7cbe95b2ec2,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
rt-thread/tools/kconfig-frontends/libs/parser/hconf.c,112,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"    char kconf_id_strings_str31[sizeof(""select"")];",65b3c3f7514d22db07e29306773c30b0b3936550e3caed531e487cab53f981c5,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
rt-thread/tools/kconfig-frontends/libs/parser/hconf.c,113,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"    char kconf_id_strings_str32[sizeof(""comment"")];",02def339f042e1dd09392617fa341d87329510e84ceff5bffad4b63c31718bf7,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
rt-thread/tools/kconfig-frontends/libs/parser/hconf.c,114,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"    char kconf_id_strings_str33[sizeof(""env"")];",de1c84df50ec89c7d9e6e6109a6477fd564dc84dc260475f6d781bf9bc4c493c,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
rt-thread/tools/kconfig-frontends/libs/parser/hconf.c,115,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"    char kconf_id_strings_str35[sizeof(""range"")];",2c5be069a24d635721cb91e09378a604d30cd1cddcc3f02e814a991eaea4d963,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
rt-thread/tools/kconfig-frontends/libs/parser/hconf.c,116,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"    char kconf_id_strings_str36[sizeof(""choice"")];",1ead66ef83ee7b52cab71c1aa2441a4ce429cafae58674b9a674b075bbf9dbf5,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
rt-thread/tools/kconfig-frontends/libs/parser/hconf.c,117,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"    char kconf_id_strings_str39[sizeof(""bool"")];",d86aec3ccc3d70c5ae4786a4f8b40c2a27abed560e47072c8a97ef006bfe673e,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
rt-thread/tools/kconfig-frontends/libs/parser/hconf.c,118,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"    char kconf_id_strings_str41[sizeof(""source"")];",c0c84051bc4f3ed50ae05537ab8336972839ca3af2ac132e7e4a433e4206b3a9,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
rt-thread/tools/kconfig-frontends/libs/parser/hconf.c,119,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"    char kconf_id_strings_str42[sizeof(""visible"")];",2d75fdf2af0e706fcd07ed856969ac083b2afab0539ffa1e720e783aedae9986,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
rt-thread/tools/kconfig-frontends/libs/parser/hconf.c,120,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"    char kconf_id_strings_str43[sizeof(""hex"")];",71fb9831a89ad301dda41f231c8aa670db83302013bdecc2fff89599c84438d7,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
rt-thread/tools/kconfig-frontends/libs/parser/hconf.c,121,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"    char kconf_id_strings_str46[sizeof(""config"")];",3646c3c2727721a8debebf11ae7aa189a48450c6cbe38c8bc04c316bee31bbb4,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
rt-thread/tools/kconfig-frontends/libs/parser/hconf.c,122,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"    char kconf_id_strings_str47[sizeof(""boolean"")];",88a97e26068f595c5512360c00b7d7b4234bfe0df93b848c7404565ce557fed4,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
rt-thread/tools/kconfig-frontends/libs/parser/hconf.c,123,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"    char kconf_id_strings_str50[sizeof(""imply"")];",e75c0a90967b4a966d6929a9124a08ab149dd6e6f33d1540a619107bfa90fb77,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
rt-thread/tools/kconfig-frontends/libs/parser/hconf.c,124,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"    char kconf_id_strings_str51[sizeof(""string"")];",4489c17e19e04f720af2cb44c74077dfbe30f14465cb5f1b5f5a55c9981d7560,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
rt-thread/tools/kconfig-frontends/libs/parser/hconf.c,125,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"    char kconf_id_strings_str54[sizeof(""help"")];",b39d37d74340c0250682d75625b7b7324847acaed87b9946d78e3a55d174eb84,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
rt-thread/tools/kconfig-frontends/libs/parser/hconf.c,126,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"    char kconf_id_strings_str56[sizeof(""prompt"")];",800bd744e5464b87393ce8c98d4e90c60070033e1179160aee785091950e3e4a,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
rt-thread/tools/kconfig-frontends/libs/parser/hconf.c,127,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"    char kconf_id_strings_str72[sizeof(""depends"")];",3df13adfc3688805217ca972f6a75967863e94080a72d2bdff339307594c8661,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
rt-thread/tools/kconfig-frontends/libs/parser/lconf.c,836,2,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"	memcpy(text + text_size, str, size);",1f95838d8c099c4b24f85d80585ef992001a576d2707b0fdb099402ccbe9e6c8,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
rt-thread/tools/kconfig-frontends/libs/parser/lconf.c,844,2,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"	memcpy(text, str, size);",19068e06aa148201dc28f9e742c3ed475556432a8a60b1f39ab1fdb03bc4a768,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
rt-thread/tools/kconfig-frontends/libs/parser/lconf.c,2384,2,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"	char *env, fullname[PATH_MAX+1];",df3b6cda35b8bf9396a6a2e918efa3916136743913729168cb6370254881c3ac,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
rt-thread/tools/kconfig-frontends/libs/parser/lconf.c,2387,6,2,2,misc,fopen,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,"	f = fopen(name, ""r"");",6a604c56746e691f6af61ddc90e26b8d0fe9b6182f8704ed1e359d36b07cb61b,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
rt-thread/tools/kconfig-frontends/libs/parser/lconf.c,2392,8,2,2,misc,fopen,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,"			f = fopen(fullname, ""r"");",5a658c9383833de61e2b8a315b12d0bd0c0078588843f5abd4855a54663ec363,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
rt-thread/tools/kconfig-frontends/libs/parser/symbol.c,160,2,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,	char str[64];,2b2a1c195b37c134129d114524a76691f731dd143f4adba9672fa8049b0885ca,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
rt-thread/tools/kconfig-frontends/libs/parser/symbol.c,183,3,4,2,buffer,sprintf,Does not check for buffer overflows (CWE-120).,"Use sprintf_s, snprintf, or vsnprintf.",Risk is low because the source has a constant maximum length.,CWE-120,"		sprintf(str, ""%lld"", val2);",f6eca78499a2ca8478e5e6e28062718306c7c643b3154d63936d7d7cdfd6913f,2.0.19,FF1015,https://cwe.mitre.org/data/definitions/120.html
rt-thread/tools/kconfig-frontends/libs/parser/symbol.c,185,3,4,2,buffer,sprintf,Does not check for buffer overflows (CWE-120).,"Use sprintf_s, snprintf, or vsnprintf.",Risk is low because the source has a constant maximum length.,CWE-120,"		sprintf(str, ""0x%llx"", val2);",4b4088769a80be6f2705b994ffb6874339202bcac732c93867b27ac942a6975b,2.0.19,FF1015,https://cwe.mitre.org/data/definitions/120.html
rt-thread/tools/kconfig-frontends/libs/parser/symbol.c,915,3,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"		char *p, name[SYMBOL_MAXLENGTH];",f0e7d9f0cefea7978b6107897609b99f8611d2070fa2b04e5a9a2326edfc818c,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
rt-thread/tools/kconfig-frontends/libs/parser/util.c,44,8,2,2,misc,fopen,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,"	out = fopen(""..config.tmp"", ""w"");",80d5682a8dbc48139f41da798264d86b8337575e8e45fdf877997d356cdcf7c9,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
rt-thread/tools/kconfig-frontends/libs/parser/util.c,118,2,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,	char s[10000]; /* big enough... */,46b4462ca1c01582a112fe8ab3c3dbc972b9d605fab15bcd78658dd9ee57a7a4,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
rt-thread/tools/kconfig-frontends/libs/parser/yconf.c,1118,3,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,  char const *yyarg[YYERROR_VERBOSE_ARGS_MAXIMUM];,81a61aabea773ce5c14dad61d7243fe03297e8078bd2a40f976aa1d0a22f382d,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
rt-thread/tools/kconfig-frontends/libs/parser/yconf.c,1343,3,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,  char yymsgbuf[128];,93ae2f12b6366f758688707b840f2220226a0ffcc07b6f9c76f044046ff31b16,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
rt-thread/tools/kconfig-frontends/utils/gettext.c,153,2,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,	char bf[16384];,bb22dafae57095194742cafa857d6bf2f8b21fb2dd8a439478ed07b99b22b90b,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
rt-thread/tools/kconfig-frontends/frontends/conf/conf.c,65,6,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,	l = strlen(p);,7169b7400efdb199abdd7d3138530aed942d64597f0c20f1556038d89b0fce2c,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
rt-thread/tools/kconfig-frontends/frontends/conf/conf.c,159,9,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,			line[strlen(line)-1] = 0;,2211ae769f2c9600f64d03cf9015058f071c50267edbe3a4211990a4bf1ba0a7,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
rt-thread/tools/kconfig-frontends/frontends/conf/conf.c,341,23,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,		if (line[0] && line[strlen(line) - 1] == '?') {,ec601f36223f74bfc1ac2bec8bead9cc8b98cddfa796ffe5946a7b45b8515152,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
rt-thread/tools/kconfig-frontends/frontends/gconf/gconf.c,107,6,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,	buf[strlen(buf) - 1] = '\0';,bbc9f03d7a964a07e7f25833b6a5f6a235a003e7a097aaf11f53c621f6b101d6,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
rt-thread/tools/kconfig-frontends/frontends/mconf/mconf.c,424,51,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"    if (strncasecmp(dialog_input_result, CONFIG_, strlen(CONFIG_)) == 0)",566161e1a2cedf3dadd6b1d42a80e245d98cea507debf7d440eb698590473321,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
rt-thread/tools/kconfig-frontends/frontends/mconf/mconf.c,425,25,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,        dialog_input += strlen(CONFIG_);,2e686f8a57dd1e988e556aabb8ae30ca275bd1798a470816e7bcb6f5efd48948,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
rt-thread/tools/kconfig-frontends/frontends/mconf/mconf.c,616,27,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,                tmp = 2 + strlen(sym_get_string_value(sym)); /* () = 2 */,8f0890c8a32d80a9c9def31ff26defadd43d4275a28c26d269e9aa32155ea0ee,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
rt-thread/tools/kconfig-frontends/frontends/nconf/nconf.c,378,13,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,		offset += strlen(function_keys[i].key_str);,c9cde17c7f3d1750c865ff1bdd2a92e803ac563945746396730e0d2a4cf0b5cb,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
rt-thread/tools/kconfig-frontends/frontends/nconf/nconf.c,382,13,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,		offset += strlen(function_keys[i].func) + skip;,cb557099adf7c30b6ec5d99faea9a45adef2b204a734435aba84665b63dc7565,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
rt-thread/tools/kconfig-frontends/frontends/nconf/nconf.c,580,2,1,1,buffer,strncpy,Easily used incorrectly; doesn't always \0-terminate or check for invalid pointers [MS-banned] (CWE-120).,,,CWE-120,"	strncpy(k_menu_items[index].str,",7839a584a1a1a8aef1e16704f80723c18065fcf518cf56dcfd7dbabe0e0220cd,2.0.19,FF1008,https://cwe.mitre.org/data/definitions/120.html
rt-thread/tools/kconfig-frontends/frontends/nconf/nconf.c,722,48,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"	if (strncasecmp(dialog_input_result, CONFIG_, strlen(CONFIG_)) == 0)",566161e1a2cedf3dadd6b1d42a80e245d98cea507debf7d440eb698590473321,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
rt-thread/tools/kconfig-frontends/frontends/nconf/nconf.c,723,19,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,		dialog_input += strlen(CONFIG_);,2e686f8a57dd1e988e556aabb8ae30ca275bd1798a470816e7bcb6f5efd48948,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
rt-thread/tools/kconfig-frontends/frontends/nconf/nconf.c,890,15,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,				tmp = 2 + strlen(sym_get_string_value(sym));,a863d27aee7504f5210d9a9a059d6e6ddb4f60412c1c79eab363d8880fa359c3,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
rt-thread/tools/kconfig-frontends/frontends/nconf/nconf.c,1038,18,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,		state->pattern[strlen(state->pattern)] = c;,d58b0b3b85cb4538f960079ce3fc3c807f724e7ac48b6e89d0f68ea6e9f12c52,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
rt-thread/tools/kconfig-frontends/frontends/nconf/nconf.c,1039,18,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,		state->pattern[strlen(state->pattern)] = '\0';,c8c295ee773d914428eff4b48dea140c4d99b4ff16b36120cc88a27d6fac107f,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
rt-thread/tools/kconfig-frontends/frontends/nconf/nconf.c,1052,18,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,		state->pattern[strlen(state->pattern)-1] = '\0';,d4739c1a96824b7d2d46db53f353197f9d0a9be826fe1beac968b242b364486a,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
rt-thread/tools/kconfig-frontends/frontends/nconf/nconf.gui.c,167,11,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,	length = strlen(string);,a2597126c9c6ea58a2b79f0d1fb4f3529dc06d69dc0cc3b73ce66e70fd457d95,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
rt-thread/tools/kconfig-frontends/frontends/nconf/nconf.gui.c,227,3,1,1,buffer,strncpy,Easily used incorrectly; doesn't always \0-terminate or check for invalid pointers [MS-banned] (CWE-120).,,,CWE-120,"		strncpy(tmp, line, min(len, x));",837aa66fdf9eef31545404657ce67d12f484980b283d29dc2ca056e4cd7c7d44,2.0.19,FF1008,https://cwe.mitre.org/data/definitions/120.html
rt-thread/tools/kconfig-frontends/frontends/nconf/nconf.gui.c,263,17,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,		btns_width += strlen(btn)+1;,a7aeaa30c21caa41d1317ddb8fba69e45e761579554b79ef053531818b5a5c5a,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
